topic_id,rank,doc
139,1,"The Managing an Agile Team taught lessons were key to aligning essential Agile principles, and practices to non-software development business processes at my workplace. Applying Agile principles to achieve a highly functional team in the construction industry, seemed far fetched but these Agile practices have proved to produce very effective results over the years in building highly functional teams, robust to change, hence my desire to give it a try. This course has created the clarity I needed to apply Agile principles and practices to company processes, especially in a non-software development field, to achieve efficiency and save cost at work. It has also built up a series of ideas needed to approach a non-Agile friendly environment that suffers from very low alignment with some sort of autonomy."
139,2,"I am not new to Agile Development, but i had no idea what to expect about Design Thinking. Alex Cowan and this course helped me a lot not only with more than a basic understanding of what Design Thinking is and how to use it with Agile, but it also showed me how to improve my way of working with Agile itself. I am now appalled by the user stories i wrote up until this course. I strongly recommend Agile Meets Design Thinking to any Agile practitioner, Product Owner, Product Manager and Project Manager."
139,3,"I was able to refresh my knowledge on Fundamentals of some software development processes and practices used in the industry today. Deep dive into Agile practices using some popular methodologies such as extreme programming (XP) and Scrum and the practices they implement.Emerging software practice called Lean software development, learnt how Kanban is used within lean to track a team's progress and ensure that everyone is following a Just-In-Time production strategy.It was a wonderful experience taking this course as part of my software product management specialization. The ideas are intriguing."
140,1,Great introduction to Unity 3D game engine for people interested in game industry.
140,2,Great course to get familiar with Unity and game development
140,3,An excellent introduction to game development in unity.
141,1,Very good and informative course.
141,2,Very good and informative course
141,3,very good and informative course.
142,1,Excellent training with a good overview.
142,2,Very good training and very good trainner.
142,3,very good training and trainer
143,1,"A great introduction to the concept of RAPID, or may I say RAPID(S):Building rapport with the person you're trying to help, assessing the needs, prioritizing the needs, intervening to stabilize or mitigate distress, checking how they are doing / following up, and lastly, there's a lesson on self-help so that you can help people long-term and not e.g. burn out.All of these steps of RAPID(s) are explained in more detail in the course. There's also a simulation video of what the process can look like, which accompanies the whole course and ties it together nicely. There's also videos of how not to do it. I found the quality of the videos/acting to be almost perfect, and certainly excellent! :-)I can not praise the instructor enough, his long experience in the field has certainly honed his social skills, like compassion and connecting with other people. That comes through in the lectures and intro videos as well as the simulation. It's a helpful to have someone to look at and think: ""This is how I could also be one day, this I could strive for.""Content-wise, the lectures are to-the-point and not too long, sometimes I would have liked more detail but mostly they were just right for me.The tests are brief and aim at you understanding the core concepts and knowing some relevant data. The questions can be quite specific, so you need to pay attention to details throughout the course, however, it is only details actually relevant to the topic that you need to know. I got a sense that this course was compiled in a thoughtful and ""heartful"" way. Some minor room for small improvements aside here and there, overall, I found it a course of an outstanding quality content-wise, and of significant helpfulness for me, who was wholly new to the topic. I'm glad I took the course, as it was the right decision for me, and I feel significantly better equipped than before to help others. I now have a solid basic understanding and a useful overview of Psychological First Aid. In order to feel confident about my abilities in this area, I'd have to practize the things talked about, though, which an online course of course can't do. Which is to say, as far as the course goes and can go, five well-earned stars!"
143,2,I can't say enough good things about Dr. GS Everly Jr's course on Psychological First Aid: RAPID PFA. His teaching style made this course a breeze. I was able to gain a new understanding in how to help victims/survivors in the wake of disaster. His tone throughout the course helped to remind me that we are there to support these survivors and not label them with a mental health diagnosis (which is easy to do when you have a mental health worker background.) I feel confident in my abilities to help survivors in the wake of disaster after taking this course. Thank you Dr. Everly! I truly enjoyed taking this course.
143,3,a really good course in psychological first aid speciic to following an emergeny/disaster
144,1,"Big History: Connecting Knowledge is a fantastic course. Big History should be a required component of the modern education program. It offers a big perspective of past events and promotes and understanding and appreciation of the various fields of knowledge that help us understand the world around us. In light of the near-future challenges facing our world, this course has arrived just in time. It offers a valuable tool for understanding world education and culture. I am delighted that Dr. David Christian lead the wonderful team of teachers for this class. And of course, John and Hank Green were a special treat. Many thanks to Coursera - one of the great things to come from the internet."
144,2,"Great course that gave the big picture of how we the modern world got started. I liked that prof. Zelikow tried to convey why things happened, and the interrelationships of various events in world history."
144,3,"This is the longest course that I have completed thus far on Coursera. I have to say, overall, this course was a comprehensive, intriguing and informative experience. The professor comes off as very engaging and knowledgeable. I would never tire of listening to his way of explaining things. He does a great job at breaking down events in history into digestible chunks that link together cohesively. He really made me see history as a series of events and decisions that all build up on one another. One particular aspect I appreciated was his use of art as examples. He did a great job selecting art pieces and contextualizing them to the topic we were covering. It definitely gave me a deeper sense of the concept that he was addressing. Moreover, I appreciated the fact that this wasn't as Euro-centric as a lot of world history courses tend to be. He introduced me to some things I either never heard of (King Leopold's atrocious plundering of the Congo) or things that have never really been fully fleshed out for me (the slave revolts in Haiti ). He does a great job at making those key connections that help you explain why it something happened. For example, how the Louisiana purchase was not just sold by France willy nilly but that it was due to their defeat in Haiti that led them to sell the territory to the United States.Moving on to some cons that attributed to my 4-star rating, I'd like to point out two cons. The first is that I felt there wasn't much in the course besides watching the lectures. As insightful as they may be, I would have liked more reading material to follow up on topics discussed. Additionally, I would have liked discussion prompts here and there so the learner can make sense of the information by writing it out and discussing it with others. There were times I felt it was much too passive. I know there are discussion boards for this course, but it's not the same as them appearing after lectures like in other Coursera courses. Lastly, the other con that I'd like to mention is the way the quizzes are. A lot of the questions were about overly specific dry facts like numbers, percentages and dates. I would have appreciated more concept-checking questions to see because that's what can really help in assuring the content was received well. Overall, I thought this is a great overview of some major transitions that all seem to lead into the significant clashes of the 20th century. I look forward to taking the follow up course and I thank the professor for taking his time to make all these lecture videos."
145,1,Best Course on Oil and Gas Industry overview
145,2,A must for everyone working in the Oil & Gas Industry!
145,3,Such a great course about oil and gas industry.
146,1,"Good material, easy to understand"
146,2,"Great material, easy to understand"
146,3,excellent material and very good explanation
147,1,Great learning Python to access Web data with Dr Chuck!
147,2,"I thought the content layout for Courses 1 and 2 were okay. However, when I got to Course 3: Using Python to Access Web Data, I was extremely disappointed. This specialization is advertised as one does not require programming experience. Course 3, however, introduces a variety of computer science topics that I believe cause information overload for a beginner. A student is bombarded with information about regular expressions, the HTTP protocol, web sockets, URLs, HTML, XML, JSON, and APIs. In fact, the video lectures spend the majority of the time explaining these concepts, while spending very little time explaining how to use Python to access web data. The corresponding book, Python for Informatics, was of little help understanding the assignments. Like the videos, the book lacks sufficient numbers of examples. The few examples that are given lack adequate explanations of the code they contain. I found myself on many occasions asking, ""What exactly does this line or block of code do?"", and could not locate the answer. If not for the forum, I would not have been able to complete th"
147,3,"A great course by Dr. Chuck. Very informative and covers how to access web data using python. You will learn how to scrape, parse, and read web data as well as access data using web APIs. You will be working with HTML, XML, and JSON data formats in Python. This is not a class for experts but more suited for beginners."
148,1,Great introduction into Drug Discovery!
148,2,Drug discovery course is helpful to me
148,3,It is a good course to get into the pharmaceutical and drug discovery world
149,1,Excellent course !!! I highly recommend it !! ;)
149,2,Excellent course. I highly recommend it.
149,3,Excellent course. I highly recommend it!!
150,1,Excellent course. Great balance of theory and practice.
150,2,I really liked this course. It has a good balance between theory and practice.
150,3,Great course. Very good balance between theory and practice.
151,1,Excellent course! I enjoyed it a lot!
151,2,Very nice course. I enjoyed a lot.
151,3,Nice course.I enjoyed a lot
152,1,"Excellent material. Excellent content. The only reason I did not give this 5 stars was due to QwikLabs which are an astronomical waste of time. I finally found the problem. I did not need a workaround; the chat people are very friendly and entirely not helpful. Sadly, the problem is a simple one and lies directly with QwikLab and connecting to the Secure Shell. No one at Coursera and no one at QwikLab seems to care. The student is left on their own to try to figure it out on their own. After an astronomical 40 hours, I realized QwikLab's error. Otherwise I would give the course 5 stars."
152,2,"Great course! As a teacher myself, I understand that 80% of learners are visual, so I would create more visuals in the instructions. I had to go back and read the scripts and create visuals for myself to better understand what was being taught. The material is gone through quickly, so visual teaching is imperative. I would also say that I had many technical problems using Qwik Labs, because I use a Mac. I was able to figure out ways around it, but it took a couple of hours of my own time. If you use a Mac, know that the instructions are not updated in Qwik Labs, so you will be lost if you are a newbee. An example that came up 3 times is that my Mac uses Bash, so it would not except SSH or Chmod instructions. And, Chrome had a couple of glitches with my OS, so that would not always work. Qwik Labs also doesn't always upload your score even if you wait 5 miutes or much longer. I would let it time out and hope it transferred over. IT at Qwik Labs was little help, and I contacted them at least 4 times. IT at Qwiklabs (from my experience) is the ""what not to do"" IT department. Other than that, I really loved the class and recommend it to all."
152,3,"Unfortunately I have to rate this course rather low due to the nature of the labs. The information and the instructor were great and deserve a 5 star rating. Cindy was very well spoken and knowledgable about the topics that were covered. I'm not sure who has a stake in Qwiklabs (if anyone at all), but the labs that you are required to take as part of the quizzes for this particular course are just flat out poorly implemented. To begin with, for several weeks I was unable to participate in the labs - often having to wait 24-72 hours just to get in at all. I was continually getting the ""Due to overwhelming response"" error. There was no possible way that all of the labs were ""full"" constantly around the clock for days on end. This error persisted for around 2 weeks. I am paying $50 a month for this service, and to me, this error is unacceptable. Then there was the issue of labs not recognizing the tasks that were completed. For some of the labs the ""fix"" to this issue was waiting up to 30 minutes just to begin them to ensure the VM instance was fully loaded. This is another unacceptable error for a service I'm paying a lot of money for. The idea and the concept of the labs running through a VM instance is brilliant, but the implementation of these labs through the Qwiklabs portal was without a doubt a fumble on somebody's part, and quite frankly based on this one course alone I could not recommend anyone to sign up for the Google IT certificate unless the Qwiklabs issues would be rectified."
153,1,"This course is a great source to get better at group communication, we learn things that we have never possibly thought could influence our skills on teamwork, but they do. Also, the classmates seem to enjoy a lot the content, as their application on the proposed peer-reviewed assignments is very nice and pertinent. I recommend it. It is wonderful to learn so many useful hints about communication in the team, ranging from language usage, decision-making traps, practices of good decision making to conflict management. And it is also useful to understand how technology can affect our communication."
153,2,Good course to learn communication skills.
153,3,Very helpful course to improve communication skills
154,1,"Loved this course! Dr. Chuck makes it fun by adding the bonus material - office hours videos as well as the fantastic interviews with all the computing greats whose work we've used so far but haven't had any chance to interact. The course itself is great at explaining tricky topics including web architectures involving crawlers, search engines, data wrangling code etc. without turning off new learners. The sql/ rdbms part eases learners into using DRI with without the actual declarations rather inserts and updates, but this is so vital a concept for databases that there could possibly be some bonus video explaining this with a little bit more rigor (as sqlite does support foreign key references). Nevertherless a great course keeping in mind that it primarily deals with programming in python rather than db code."
154,2,"Great introduction to using python to create, edit and query data from SQL (SQLite used in the course) databases."
154,3,"This course does an excellent job of blending a basic introduction to relational databases and SQLite with some important tools in Python. Folks comfortable with SQL can probably skip most of the lecture in weeks 2 and 3, as the content is focused on learning SQL and using the SQLite browser as opposed to using Python with these tools. This was a great way to bring together the fundamentals from the first three courses in this specialization."
155,1,A very good introductory course.
155,2,It's a good introductory course.
155,3,A very good introductory Course
156,1,"This course is rather fun to take!! It slowly builds your knowledge base in Python (mostly through CodeAcademy exercises), while at the same time giving biologically-relevant problems to solve so that you get some practice in applying what you learnt in a real-world context. I would especially recommend it to Life Science-trained people who want to learn how to program in Python, but find themselves put off by the fact that most of the practice problems out there are not very relevant to their field, such as constructing irrelevant programs, for example. In this case, such people are will find themselves at home in the problems given in this course. The familiarity of the context in which the problems exist proves to be quite motivating, and makes the task of trying to find the solution using programming very rewarding. Most of the problems revolve around finding different kinds of patterns in DNA strings, such as finding frequent kmers, finding motifs, etc. But don't worry, you aren't just finding them for the sake of finding them, there is a very real biological question used to frame these pattern-finding problems, which prevents this course from being dry.Just take note though: you must try and complete at least a few units CodeAcademy Python track BEFORE starting the course, instead of starting DURING the course as expected. This is because during the first few days of the course, it can be quite distracting to constantly jump between the course material and CodeAcademy, which might break your link and cause you to lose interest in the problem you are currently trying to solve. Solve some CodeAcademy units first, and then tackle the problem in a more continuous manner."
156,2,"An excellent course that is a great opportunity for anyone interested in bioinformatics, no previous experience is necessary but either a biological, mathematical or computing background will give you advantages in certain areas. Being a biologist I struggled at first and many of you may do the same but stick with it, work hard on it and you will be rewarded and it is incredibly satisfying.Due to the practical coding nature of the course, each week can take up a lot of you time. Best if you have a few weeks free (e.g. a graduate student like me) so you can spend a few whole days of it but could be done before/after work if you are motivated and plug away at it each day - just something to keep in mind though, don't expect a light easy 1 hour a week course, it is intensive but in a good way. It can get frustrating, you will want to give up time and time again....but stick at it and you will have a shiny new Coursera certificate and a wealth of programming knowledge under your belt once you finish!A massive two thumbs up for this course, one of the best ones out there that gives you real worthwhile skills that employers and academia want. Thanks to all the course staff for a great experience!"
156,3,"The first three weeks were too easy, then Jeff Leek introduced a bunch of Statistical Concepts at once. I think I would rather have spent more time taking an overview of the field and what the certificate has to offer in application to my job as a biologist/learning bioinformatics.The project at the end reminded me of evaluating scientific papers in college. Very useful, but out of context I thought. I think I would like to have more of a refresher in certain concepts in advanced genetics prior to being quizzed on them through a project. Overall, it was a good course, but someone without a background in biology will certainly struggle with it"
157,1,"Very good course by instructor chris impey, i learned a lot from this course about astronomy there are many assignments and activities that improved my knowledge and curiosity in astronomy."
157,2,"A privilege and a blessing (in the spiritual sense) to have come across this unique course - and so brilliantly choreographed by Prof Chris Impey and his team. The course was very well structured, crisp and precise to a novice in Astronomy like me and to obtain a basic understanding of our cosmos, and our place in the universe. The Earth is unique ands seems to have been created with great care and precision by the superior being or intelligent presence in the universe. I wish I could live forever to be part of the fascinating progress in astronomy and be part of the future explorations and travels into the wider cosmos. I look forward to enhancing my knowledge gained on Astronomy by undergoing further courses. My best wishes to the University of Arizona."
157,3,"an amazing course, starting from the history of the astronomy, leading towards the future of our existence, full of interesting notions about the universe.It's the perfect course for who does know nothing or very poor about astronomy and it doesn't require math or physics or biology knowledge in advance.I really enjoyed this journey with professor Chris Impey and it really engaged me with the astronomy.Many thanks!"
158,1,Great introduction to Wind Energy.
158,2,This is a good course about the wind energy and its utilisation.
158,3,Great course to get iniciated with wind energy
159,1,"Excellent course and excellent knowledge, I recommend anyone who is interested in diplomacy or international relations"
159,2,Global Diplomacy-Diplomacy in the Modern World is an interesting program with an easy to follow outline of the course content. It has satisfied my curiosity into knowing about the subject of Diplomacy in International relations.
159,3,it was a good course about diplomacy
160,1,give you basic knowledge for understanding NN and DL. very nice
160,2,"A great intro to NN requiring only a basic understanding of linear algebra, calculus, and programming. The learning curve is very gentle, starting with the simplest example of a 1-node NN (logistic regression) and progressing to a NN with one hidden layer, then finally a deep NN. The programming assignments consist of filling in the critical lines of a program, with the program structure already provided. For advanced students though, the course moves a little slowly and doesn't quite go deeply enough into the math. Everyone with basic math and programming skills should be able to get 100% in this course."
160,3,"One of the aptest courses on DL, especially the assignments where you actually get to build a NN from scratch with all the concepts learned in the course. I strongly recommend this course to anyone who wants to get a very good intuition on NN & DL"
161,1,"Wohoooo! Just complete the IT Security course! The learning journey was amazing. I have learned so many interesting things about IT Security as like Security Threats, Cryptography, IT Security Infrastructure, Network Security, Defense in Depth and so on. In this course I most interesting thing I have learn Cryptography. I will recommend this course for any IT Support Specialist."
161,2,Full of all there is to know about IT security.
161,3,the best course on IT Security
162,1,I want to truly thank Mr. Alex Cowan for carving out such a nice course for all the product managers and aspiring ones as well. The course content is very good and if any one has been in the industry and worked as a product manager then he / she can relate to it very well. The way Alex has explained the concepts and how we need to implement them is of immense importance for any product manager in their daily product management related work activities. I will recommend this course to all the aspiring product managers as well as those who are already practicing product management.
162,2,"It's challenging to teach and learn product management through an online course. You can get an overview of the important topics and learn the theory, but this doesn't enable discussion, exchanging experiences, and forming balanced opinions. A product management does a lot of her/his work by talking (to many different people involved), which is very difficult to train online (it could be done with role playing assignments supported by video conferencing, but I think learning from experienced colleagues in practice is a much better way). The quizzes are often a good way to rehearse the topics that have been explained, but sometimes feel like an extremely simplified black-white view on very nuanced issues.The best parts of the Software Product Management courses for me were the larger assignments you make that are reviewed by fellow students (getting feedback is very useful and it's also instructive to see what approach your peers took) and the interviews with experienced product managers which offer valuable insights in the complicated situations product managers often have to deal with.I recommend this course to anyone that is new to software product management and quite new to software development. The course can be a good first step on your path to becoming a product manager, as long as you realize that you will also need a lot of skills that an online course cannot teach you."
162,3,"It's challenging to teach and learn product management through an online course. You can get an overview of the important topics and learn the theory, but this doesn't enable discussion, exchanging experiences, and forming balanced opinions. A product management does a lot of her/his work by talking (to many different people involved), which is very difficult to train online (it could be done with role playing assignments supported by video conferencing, but I think learning from experienced colleagues in practice is a much better way). The quizzes are often a good way to rehearse the topics that have been explained, but sometimes feel like an extremely simplified black-white view on very nuanced issues.The best parts of the Software Product Management courses for me were the larger assignments you make that are reviewed by fellow students (getting feedback is very useful and it's also instructive to see what approach your peers took) and the interviews with experienced product managers which offer valuable insights in the complicated situations product managers often have to deal with.I recommend this course to anyone that is new to software product management and quite new to software development. The course can be a good first step on your path to becoming a product manager, as long as you realize that you will also need a lot of skills that an online course cannot teach you."
163,1,Great course to learn Data Visualization
163,2,A very good introduction to the data visualization world.
163,3,Best course on data visualization.
164,1,"It has been an interesting course, I have learned how to write my resume, cover letter and networking elevator speech."
164,2,"It is an excellent course, I highly recommend this course to job seeker to prepare a professional resume and cover letter and also get familiar with the interview atmosphere."
164,3,"Thank you so much. I have learned many new things about resume, cover letter, and job interview."
165,1,This course very knowledgwable (introduction to cybersecurity tools & cyber attacks).
165,2,This introductory course to cyber security tools and cyber attacks is top notch. I have indeed understood certain concepts better despite my numerous years of cyber security.
165,3,"Great introduction in the ""Cyber"" Security world."
166,1,A great introduction of entrepreneurship
166,2,This course is very helpful for entrepreneurship
166,3,"I have understood the whole business process right from conceiving an idea, Market Research, startups, Risk factors, Creating Business plans, and marketing through social media, Investment sourcing, through social media, Venture capitalists By presenting with necessary stuff like business plans, market research and business plan and financials.Not just the above business process, as well as i have improved the Business vocabulary.Even if you are an entrepreneur already, this course will help you understand more about the entrepreneurship.Thanks Coursera Team.Jeyakumar Subbiah"
167,1,Great Intro Course would Recommend.
167,2,Great intro course for beginners.
167,3,"Great intro course, thank you!"
168,1,"First of all, I am grateful to Dr. Sainani and Coursera for putting up such a well organized course.The guidelines provided in this course will certainly spare me several frustrating hours of trial and error, trying to piece together a ""good scientific manuscript"".The course however, is not restricted to writing just journal articles. It also provides an excellent initiation into the skill of writing grants, LOR, personal statements, review articles. There is also something in store for those who may want to pursue a career in science communication in the future.I personally enjoyed the interviews with the journal editors and Dr. Sainani's former students. All in all, this course is an all-round package."
168,2,"I wish this course was taught in the first year of my bachelor, or even every scientific bachelor - it would certainly make scientific literature more readable. The instructor, Dr. Kristin Sainani, is excellent; she explains every subject clearly, engagingly, and illustrated with examples. You can directly apply what you have learned to your own writing, be it scientific or more personal. The course not only addresses linguistics and the scientific manuscript, but also the writing process itself (with the often overlooked but oh-so precious pre-writing step), peer reviews, and writings beyond the scientific publications. I would highly recommend this course to everyone working in science, but especially to undergraduates; this course will teach you incredible useful writing skills that you probably will not learn during your bachelor."
168,3,"A really excellent course. Dr. Sainani explains clearly and without disturbing ""clutter"" how to write scientific papers, summaries for lay readers, science news articles and more. I wish, I had taken this course in my university days before writing my first science paper - but better late than never. There are a lot of opportunities for ""learning by doing"" in this course, and I feel it has improved my writing skills.5 stars: I most definitely recommend this course!!"
169,1,Great introductory course to the world of Private Equity and Venture Capital
169,2,Very good introduction course for the knowledge of Private equity and venture capital
169,3,"This course is a useful introduction to the Private Equity and Venture Capital Industry. You will learn what are the PE deals, vehicles, management process of PE funds, and how PE does company valuations."
170,1,A very well structured course
170,2,a very well structured course
170,3,A very well structured course.
171,1,Introduction to Engineering Mechanics is good start with basics for Civil Engineering to get into senior classes
171,2,As an introduction of engineering mechanics it is very helpful course
171,3,"I took the the Introduction to Engineering Mechanics by Dr Whiteman. I would like to give feedback that the Dr Whiteman is awesome, his way of teaching shows great subject knowledge. The practical examples with scaled models is superb and I could understand different support conditions with the help of his models. Hats off to Dr Whiteman who made understanding so practical which no professor here would teach students in India. Hope he takes several courses especially Civil Engineering, most importantly the Design of Reinforced Concrete Members in the future, which will help interested students around the world like me. The way he talks about beams, columns and structural members is giving us a lot of confidence. I would love to take Theory of Structures and RCC (Reinforced Cement Concrete) structural design courses from Dr. Whiteman/COURSERA. Thanks from my heart to Dr Whiteman of Georgia Tech. Chandra Prakash (a middle class father of 2 daughters earning 2500USD per annum), Hyderabad, INDIA."
172,1,"Introductory Human Physiology course is a great tool to figure out how the human body works, focusing on the most relevant aspects of the organism and making it easy to understand."
172,2,"The primary reason for enrolling in the course was to enhance my knowledge base of human physiology. Although it has been many decades since I've taken anatomy and physiology as well as pathophysiology, I have taught it twice at the secondary level. Upon reviewing the description of the course, it indicated that it was introductory, but knowledge of biology/science would be helpful, I thought it might be a great refresher course. I beg to differ! This course WAS NOT introductory. Let me give you the positives first: pdf's and readings were extremely helpful. The negatives, the instructors were not impressive. One instructor talked absolutely too fast and much too often wouldn't complete the sentences OR she would repeat words or phrases that didn't make sense. I found it difficult to grasp the lecture when this instructor couldn't get through a sentence without stumbling over her thoughts, mumbling, trailing off and not finishing her sentence, etc. More often than not, the information provided in the lecture was inconsistent with the notes/pdf's. One other thing, she constantly smacked her mouth which was nerve-wrecking! During the lectures, she would write on the powerpoints, which was either sloppy or not legible. After the fifth week, I honestly wanted to withdraw from the course, but decided to finish it out solely because it was half way completed and the time that had already been invested. Many viewers gave the course 5 stars, I could not. Although I completed the course with a 93.4% grade, the level of information was extensive, to some degree over the top. The course needs to be restructured so that it stays within the context of an introductory course. In my opinion, this course is more suitable for a first-second year medical student. BTW, this is the sixth course that I have completed through Coursera, including a specialization. Good luck!"
172,3,"I'm a college freshman (majoring in nursing) and I took this course due to the pandemic. I found this course challenging since it focuses more on the physiology of the human body in more detail than a regular my anatomy and physiology class back in high school. This course isn't really an ""introductory"" course, you may need some background on science courses like chemistry, biology, anatomy, and physiology (So keep that in mind if you want to enroll). I have a limited background in science these courses (Biology, chemistry, etc) and finished this course, and yes it is possible to finish this course without knowing all about science stuff, it just took a little more effort to quickly learn science terms and stuff. With all of that, the course was great and for a nursing major like me really helped me developed surface-level knowledge about the function of the human body. Lectures are good, a little fast for me but they provide great PDF that I can refer to. Practice quizzes did help me a lot, but I hope that they provide feedback or explanation on why I got it wrong instead of just showing ""correct"" or ""incorrect"". It's worth my time learning physiology and I highly recommend it! Big thanks to the instructors and staff, especially Coursera for making this course free to the public!"
173,1,"First of all I joined this course just in a wonder Oh it's Google's course and I successfully completed my first week and after that I took a break, which was definitely a long break from continuing this course and then the deadlines was approaching closer and closer. I started to learn from there. And it was getting interesting day by day. I finished my week 2 by 5 days and week 3 & 4 by a single day. Week 5 was gone in a FLASH and completed my week 6 TODAY!! THANK YOU GOOGLE and the MENTORS for this wonderful course"
173,2,"It is so marvellous to realise how capable I could be when I am being taught by trailblazers like Googlers themselves. The exercises are very helpful and they help me to stay alert and challenge my thinking about technology. I am very sure I am going to work hard to complete the course in the shortest time as possible. I cannot wait to recommend this program to my friends and family. Thank you, Google, very much for exposing or unearthing my technological talent because I never anticipated I could come to this far considering my background in technology. The courses are very insightful. I like the way Google has simplified complex tasks to the level of a novice like me."
173,3,One of the worst courses I've tried.DO NOT PAY FOR THIS!!Google is using their reputation to make money. The speakers are just reading information from a teleprompter. They seem more interested in their tight t shirts and muscles than actually teaching. Not to mention the numerous mistakes they make while reading; one would think Google went to a gym and picked up a bunch of people to read some tech stuff someone wrote in 5 minutes.There has been no effort put in to make this course a learning experience and that is evident within the first week of material itself. The courses on udemy are a million times better (literally) with instructors who are passionate about teaching (Check out Mike Meyers on Udemy). Thankfully I enrolled in this course with the 7 day trial period. Out I go. I still feel cheated because I invested my time and effort into really learning because I trusted Google to put out good lessons. Then I went onto Udemy and saw what good lessons actually were.WHAT A SCAM!
174,1,"Dr. Chuck is the most encouraging and entertaining teacher I have ever met!!! He really makes learning about computer and programming easy and fun! And he makes a great Prof. Snape impersonation! :-)Most importantly, Dr. Chuck intentionally included many mistakes in his teaching materials. As a self-taught programmer who has struggled on one's own, I believe this is the most valuable part of the lectures. The students get to understand from the very beginning how to read error messages and tracebacks, how to debug, how not to be intimidated by mistakes and failures, and how to become a confident programmer. This should be THE teaching model for programming in any language!Thank you, Dr. Chuck! And I look forward to learning more from you in our follow-up courses!"
174,2,"Majoring in Genetics and Molecular Biology, I were fortunate enough to meet one of my lecturer who works primarily on Next Generation Sequencing and its downstream analysis. Knowing the importance of how computer science will be in the near future and its power, he urges us to learn about programming and suggests us to extend our semester to take some programming courses from my university. It was the first time I heard about those words: Linux, big data, programming languages such as Java, Python et cetera. I started searching about some summer courses in my university and also other part time courses from other universities in my countries, but none of them is satisfactory. And then I found coursera, and decided to register for this course - Programming for Everybody. It is really a great solution, I don't have to extend my semester, I can learn something so useful to my major yet it is not included in my own course program, and most importantly, I can learn whenever I am free and proceed in my own pace. In this way I find it easier to figure out things which I am confused of and clear them out before I think I am ready for the next.Dr. Chuck is indeed one of the most inspiring and encouraging lecturer I have ever met. Clear explanation, and step by step guidance, he clears all doubts in an interesting way. It is his humour that helps me to remember things. Programming can be boring and dull, it is so technical, imagine that you have to follow a certain number of rules to talk to someone, but Dr. Chuck makes sense out of it (I still remember the first lecture: while you think you are joking with python, it says syntax error). As my first programming course, I really learn a lot from Dr. Chuck, a lot more than I expected to. I truly appreciate all the efforts made by Dr. Chuck and his teams, and also, the teams behind Coursera. Thank you."
174,3,"I'd like to say this is the MOST AMAZING programming course I've taken. I have been trying to learn programming since I was in primary school (OK and now I am a high school graduate). Through the years I've learned Scratch, C++ and a couple of other things at school that I don't remember. But the problem was, all those teachers were going way too fast for a beginner like me to understand the whole thing. They also presumed that I understood their logic, but in reality I couldn't. So I only had to remember the ""codes"" and copy them from my brain onto exams. Then a few months later, I'd forget them. But Dr. Chuck's course is amazing, literally amazing. His pace of teaching was just the perfect tempo for me, not too fast so as to get the whole picture and get things organized, and not too slow to waste time. I think he did an excellent job in illustrating the whole logic of the codes we've learned. Also as a programmer for many years, he had many small tips for us beginners (like how to find the same file in both Atom and Python) that are really useful but are not included in typical textbooks. He is also very humorous and listening to his course is nothing but boring. The funny little videos in Bonus part were also relaxing. And I think the quiz and homework system in Coursera worked pretty well with the lectures. It gave me chances to check my progress, and pointed out the small things I missed in the lectures. I also like the forum where we can ask questions and see how hundreds of other students throughout the world are learning with me. The whole system made my learning very efficient. Since I am just a new comer to programming, I can't pick out some technical problems of the course design. I've seen many comments saying how the course lacked some basic points, and I think they might be true. However, from my point of view, I am really satisfied with how much I successfully learned in such a short course, and I am really grateful for Dr. Chuck and Coursera for providing such a wonderful educational experience."
175,1,Very informative and interesting course. I learned a lot about Renewable Energy and Green Building Entrepreneurship. Best Experience.
175,2,I'm honored to have been bestowed with a certificate in Renewable Energy and Green Building Entrepreneurship from Duke University. The course provided a thorough understanding of why Renewable Energy is crucial for the control of climate change and how people can it can also be transformed into an Entrepreneurial venture.
175,3,I know to passageway renewable energy and green building entrepreneurship. This is nice learning.
176,1,"This course was a good primer for those who have little or no background in epidemiology and public health. In particular, the instructor set the practice of public health in the context of its longstanding history and the tools that were developed by researchers and government officials to collect population and health data, in order to respond to health issues and threats in a way that traditional, individualized clinical practice was. However, the instructor does not necessarily make the learning objectives clear in each week, and often tests on material that was only vaguely mentioned in the lecture videos or was poorly defined. The last week of the course, on mapping health data with GIS tools, is promising, as it introduces the student to powerful data tools and comprehensive health and geographic data available to the public. However, it falls short in that this segment provides only a cursory treatment of these tools, walking through an exercise that does not reflect the practical usage of such aids and therefore fails to provide the opportunity for students to attain rudimentary skills."
176,2,"This is an excellent introduction to the basics of epidemiology. I took it at the testing time of COVID-19 to be able to critique the evidence presented in the vast body of news coverage. The course structure is well balanced and key epidemiology basics covered. The explanations to concepts are very clear, often with reference to real-life examples for easier understanding. The course slides are detailed but concise, with key information highlighted. The additional reading provides useful extracurricular materials in greater depth. After learning this course, I find myself more confident in reading publications on public health studies for my work in air quality, which is such a wonderful reward for following through this course. Many thanks to Drs Alexander and Yeatts! One of my suggestions for improvement would be to provide detailed explanations to the questions in the weekly quizzes. Currently reviewing the answered questions does not provide any informative feedback apart from right or wrong - it does not even show my answers, which is not very helpful for effective learning from the mistakes. Another suggestion may be to add sample size calculations for each study design? However, these are really minor comments, compared with the great materials the two instructors prepared. Once again, thanks very much!"
